Muon_Iso,Muon_EtaCM,Model_QCDToMu_Pbp,Alpha_QCDToMu_Pbp,Beta_QCDToMu_Pbp,x0_QCDToMu_Pbp,
#
0.3_0.4,-1.93_-1.80,MultiJetBkg,
0.3_0.4,-1.80_-1.60,MultiJetBkg,
0.3_0.4,-1.60_-1.40,MultiJetBkg,
0.3_0.4,-1.40_-1.20,MultiJetBkg,
0.3_0.4,-1.20_-1.00,MultiJetBkg,
0.3_0.4,-1.00_-0.80,MultiJetBkg,
0.3_0.4,-0.80_-0.60,MultiJetBkg,
0.3_0.4,-0.60_-0.40,MultiJetBkg,
0.3_0.4,-0.40_-0.20,MultiJetBkg,
0.3_0.4,-0.20_-0.00,MultiJetBkg,
0.3_0.4,-0.00_+0.20,MultiJetBkg,
0.3_0.4,+0.20_+0.40,MultiJetBkg,
0.3_0.4,+0.40_+0.60,MultiJetBkg,
0.3_0.4,+0.60_+0.80,MultiJetBkg,
0.3_0.4,+0.80_+1.00,MultiJetBkg,
0.3_0.4,+1.00_+1.20,MultiJetBkg,
0.3_0.4,+1.20_+1.40,MultiJetBkg,
0.3_0.4,+1.40_+1.60,MultiJetBkg,
0.3_0.4,+1.60_+1.80,MultiJetBkg,
0.3_0.4,+1.80_+2.00,MultiJetBkg,
0.3_0.4,+2.00_+2.20,MultiJetBkg,
0.3_0.4,+2.20_+2.40,MultiJetBkg,
0.3_0.4,+2.40_+2.60,MultiJetBkg,
0.3_0.4,+2.60_+2.86,MultiJetBkg,
0.3_0.4,-1.93_+2.86,MultiJetBkg,
#
0.4_0.5,-1.93_-1.80,MultiJetBkg,
0.4_0.5,-1.80_-1.60,MultiJetBkg,
0.4_0.5,-1.60_-1.40,MultiJetBkg,
0.4_0.5,-1.40_-1.20,MultiJetBkg,
0.4_0.5,-1.20_-1.00,MultiJetBkg,
0.4_0.5,-1.00_-0.80,MultiJetBkg,
0.4_0.5,-0.80_-0.60,MultiJetBkg,
0.4_0.5,-0.60_-0.40,MultiJetBkg,
0.4_0.5,-0.40_-0.20,MultiJetBkg,
0.4_0.5,-0.20_-0.00,MultiJetBkg,
0.4_0.5,-0.00_+0.20,MultiJetBkg,
0.4_0.5,+0.20_+0.40,MultiJetBkg,
0.4_0.5,+0.40_+0.60,MultiJetBkg,
0.4_0.5,+0.60_+0.80,MultiJetBkg,
0.4_0.5,+0.80_+1.00,MultiJetBkg,
0.4_0.5,+1.00_+1.20,MultiJetBkg,
0.4_0.5,+1.20_+1.40,MultiJetBkg,
0.4_0.5,+1.40_+1.60,MultiJetBkg,
0.4_0.5,+1.60_+1.80,MultiJetBkg,
0.4_0.5,+1.80_+2.00,MultiJetBkg,
0.4_0.5,+2.00_+2.20,MultiJetBkg,
0.4_0.5,+2.20_+2.40,MultiJetBkg,
0.4_0.5,+2.40_+2.60,MultiJetBkg,
0.4_0.5,+2.60_+2.86,MultiJetBkg,
0.4_0.5,-1.93_+2.86,MultiJetBkg,
#
0.5_0.6,-1.93_-1.80,MultiJetBkg,
0.5_0.6,-1.80_-1.60,MultiJetBkg,
0.5_0.6,-1.60_-1.40,MultiJetBkg,
0.5_0.6,-1.40_-1.20,MultiJetBkg,
0.5_0.6,-1.20_-1.00,MultiJetBkg,
0.5_0.6,-1.00_-0.80,MultiJetBkg,
0.5_0.6,-0.80_-0.60,MultiJetBkg,
0.5_0.6,-0.60_-0.40,MultiJetBkg,
0.5_0.6,-0.40_-0.20,MultiJetBkg,
0.5_0.6,-0.20_-0.00,MultiJetBkg,
0.5_0.6,-0.00_+0.20,MultiJetBkg,
